invoice_id,vendor_id,vendor_name,vendor_category,date_issued,date_due,payment_terms,service_type,amount_subtotal,tax_rate,tax_amount,amount_total,status,payment_date,invoice_currency,po_number
INV-000508,V023,Logistics Provider 23,Warehousing,2024-10-28 23:12:25.945945948,2025-01-26 23:12:25.945945948,NET90,Customs Clearance,16431.06,0.1,1643.11,18074.17,Rejected,,USD,PO-6671
INV-000509,V010,Logistics Provider 10,Last Mile Delivery,2024-10-29 13:30:05.405405408,2024-12-28 13:30:05.405405408,NET60,Road Transport,1187.04,0.1,118.7,1305.74,Paid,2024-12-24 13:30:05.405405408,USD,PO-2106
INV-000510,V005,Logistics Provider 5,Warehousing,2024-10-30 03:47:44.864864864,2025-01-28 03:47:44.864864864,NET90,Cross-Border,34093.84513083458,0.1,3409.38,37503.23,Pending,,USD,PO-9332
INV-000510,V005,Logistics Provider 5,Warehousing,2024-10-30 03:47:44.864864864,2025-01-28 03:47:44.864864864,NET90,Cross-Border,34401.8,0.1,3440.18,37841.98,Pending,,USD,PO-9332
INV-000511,V036,Logistics Provider 36,Transportation,2024-10-30 18:05:24.324324324,2024-12-14 18:05:24.324324324,NET45,Sea Freight,9189.47,0.05,459.47,9648.94,Pending,,USD,PO-4069
INV-000512,V034,Logistics Provider 34,Warehousing,2024-10-31 08:23:03.783783784,2024-12-15 08:23:03.783783784,NET45,Last Mile Delivery,33108.84,0.0,0.0,33108.84,Paid,2024-12-05 08:23:03.783783784,USD,PO-6933
INV-000513,V031,Logistics Provider 31,Customs Broker,2024-10-31 22:40:43.243243244,2025-01-29 22:40:43.243243244,NET90,Customs Clearance,49595.39,0.0,0.0,49595.39,Paid,2025-01-22 22:40:43.243243244,USD,PO-1199
INV-000514,V010,Logistics Provider 10,Last Mile Delivery,2024-11-01 12:58:22.702702704,2025-01-30 12:58:22.702702704,NET90,Customs Clearance,4560.87,0.05,228.04,4788.91,Paid,2025-01-24 12:58:22.702702704,USD,PO-8977
INV-000515,V019,Logistics Provider 19,Freight Forwarder,2024-11-02 03:16:02.162162164,2024-12-02 03:16:02.162162164,NET30,Sea Freight,4776.82,0.0,0.0,4776.82,Approved,,USD,PO-7143
INV-000516,V032,Logistics Provider 32,Freight Forwarder,2024-11-02 17:33:41.621621624,2024-12-17 17:33:41.621621624,NET45,Customs Clearance,17678.62,0.1,1767.86,19446.48,Approved,,USD,PO-1515
INV-000517,V001,Logistics Provider 1,Last Mile Delivery,2024-11-03 07:51:21.081081080,2024-12-18 07:51:21.081081080,NET45,Road Transport,43452.94,0.0,0.0,43452.94,Pending,,USD,PO-3866
INV-000518,V005,Logistics Provider 5,Warehousing,2024-11-03 22:09:00.540540540,2025-02-01 22:09:00.540540540,NET90,Road Transport,11560.96,0.1,1156.1,12717.06,Paid,2025-01-21 22:09:00.540540540,USD,PO-5103
INV-000519,V045,Logistics Provider 45,Customs Broker,2024-11-04 12:26:40.000000000,2025-01-03 12:26:40.000000000,NET60,Sea Freight,18658.51,0.0,0.0,18658.51,Pending,,USD,PO-2041
INV-000520,V004,Logistics Provider 4,Transportation,2024-11-05 02:44:19.459459460,2024-12-20 02:44:19.459459460,NET45,Last Mile Delivery,4356.76,0.05,217.84,4574.6,Approved,,USD,PO-9141
INV-000521,V016,Logistics Provider 16,Warehousing,2024-11-05 17:01:58.918918920,2025-01-04 17:01:58.918918920,NET60,Warehousing,38394.61,0.0,0.0,38394.61,Paid,2025-01-03 17:01:58.918918920,USD,PO-5723
INV-000522,V024,Logistics Provider 24,Freight Forwarder,2024-11-06 07:19:38.378378380,2025-02-04 07:19:38.378378380,NET90,Air Freight,21007.01,0.0,0.0,21007.01,Rejected,,USD,PO-9713
INV-000523,V016,Logistics Provider 16,Warehousing,2024-11-06 21:37:17.837837840,2025-02-04 21:37:17.837837840,NET90,Warehousing,38203.19,0.0,0.0,38203.19,Approved,,USD,PO-8524
INV-000524,V002,Logistics Provider 2,Transportation,2024-11-07 11:54:57.297297300,2024-12-07 11:54:57.297297300,NET30,Customs Clearance,45276.78,0.05,2263.84,47540.62,Approved,,USD,PO-7553
INV-000525,V049,Logistics Provider 49,Transportation,2024-11-08 02:12:36.756756756,2024-12-23 02:12:36.756756756,NET45,Air Freight,12405.39,0.0,0.0,12405.39,Paid,2024-12-15 02:12:36.756756756,USD,PO-7896
INV-000526,V028,Logistics Provider 28,Freight Forwarder,2024-11-08 16:30:16.216216216,2025-01-07 16:30:16.216216216,NET60,Express Delivery,40562.41,0.05,2028.12,42590.53,Paid,2024-12-29 16:30:16.216216216,USD,PO-7554
INV-000527,V032,Logistics Provider 32,Freight Forwarder,2024-11-09 06:47:55.675675676,2024-12-09 06:47:55.675675676,NET30,Sea Freight,3895.6,0.1,389.56,4285.16,Approved,,USD,PO-7509
INV-000528,V027,Logistics Provider 27,Transportation,2024-11-09 21:05:35.135135136,2024-12-24 21:05:35.135135136,NET45,Sea Freight,45043.52,0.0,0.0,45043.52,Rejected,,USD,PO-5440
INV-000529,V020,Logistics Provider 20,Warehousing,2024-11-10 11:23:14.594594596,2024-12-10 11:23:14.594594596,NET30,Last Mile Delivery,32887.66,0.05,1644.38,34532.04,Paid,2024-11-11 11:23:14.594594596,USD,PO-3085
INV-000530,V024,Logistics Provider 24,Freight Forwarder,2024-11-11 01:40:54.054054056,2025-02-09 01:40:54.054054056,NET90,Air Freight,43837.11,0.05,2191.86,46028.97,Approved,,USD,PO-6067
INV-000531,V012,Logistics Provider 12,Last Mile Delivery,2024-11-11 15:58:33.513513516,2024-12-26 15:58:33.513513516,NET45,Road Transport,1009.23,0.0,0.0,1009.23,Approved,,USD,PO-5158
INV-000532,V050,Logistics Provider 50,Transportation,2024-11-12 06:16:12.972972972,2024-12-12 06:16:12.972972972,NET30,Air Freight,9284.97,0.1,928.5,10213.47,Paid,2024-11-28 06:16:12.972972972,USD,PO-3831
INV-000533,V035,Logistics Provider 35,Freight Forwarder,2024-11-12 20:33:52.432432432,2024-12-12 20:33:52.432432432,NET30,Customs Clearance,20098.21,0.05,1004.91,21103.12,Paid,2024-12-08 20:33:52.432432432,USD,PO-9039
INV-000534,V033,Logistics Provider 33,Customs Broker,2024-11-13 10:51:31.891891892,2025-01-12 10:51:31.891891892,NET60,Road Transport,19595.64,0.0,0.0,19595.64,Pending,,USD,PO-6189
INV-000535,V033,Logistics Provider 33,Customs Broker,2024-11-14 01:09:11.351351352,2024-12-14 01:09:11.351351352,NET30,Cross-Border,12109.79,0.1,1210.98,13320.77,Paid,2024-12-11 01:09:11.351351352,USD,PO-7379
INV-000536,V043,Logistics Provider 43,Transportation,2024-11-14 15:26:50.810810812,2024-12-29 15:26:50.810810812,NET45,Cross-Border,19698.99,0.05,984.95,20683.94,Paid,2024-12-23 15:26:50.810810812,USD,PO-1655
INV-000537,V037,Logistics Provider 37,Warehousing,2024-11-15 05:44:30.270270272,2024-12-30 05:44:30.270270272,NET45,Express Delivery,7313.59,0.05,365.68,7679.27,Approved,,USD,PO-5092
INV-000538,V012,Logistics Provider 12,Last Mile Delivery,2024-11-15 20:02:09.729729732,2025-01-14 20:02:09.729729732,NET60,Cross-Border,21225.3,0.1,2122.53,23347.83,Paid,2025-01-10 20:02:09.729729732,USD,PO-3352
INV-000539,V003,Logistics Provider 3,Warehousing,2024-11-16 10:19:49.189189188,2024-12-31 10:19:49.189189188,NET45,Sea Freight,39558.23386623905,0.1,3955.82,43514.05,Rejected,,USD,PO-6355
INV-000539,V003,Logistics Provider 3,Warehousing,2024-11-16 10:19:49.189189188,2024-12-31 10:19:49.189189188,NET45,Sea Freight,40315.36,0.1,4031.54,44346.9,Rejected,,USD,PO-6355
INV-000540,V001,Logistics Provider 1,Last Mile Delivery,2024-11-17 00:37:28.648648648,2025-02-15 00:37:28.648648648,NET90,Air Freight,24474.43,0.0,0.0,24474.43,Pending,,USD,PO-9994
INV-000541,V033,Logistics Provider 33,Customs Broker,2024-11-17 14:55:08.108108108,2025-01-01 14:55:08.108108108,NET45,Cross-Border,1882.0,0.0,0.0,1882.0,Approved,,USD,PO-8414
INV-000542,V040,Logistics Provider 40,Freight Forwarder,2024-11-18 05:12:47.567567568,2025-01-02 05:12:47.567567568,NET45,Warehousing,21650.76,0.05,1082.54,22733.3,Approved,,USD,PO-6643
INV-000543,V010,Logistics Provider 10,Last Mile Delivery,2024-11-18 19:30:27.027027028,2024-12-18 19:30:27.027027028,NET30,Last Mile Delivery,2331.58,0.1,233.16,2564.74,Paid,2024-12-06 19:30:27.027027028,USD,PO-1877
INV-000544,V043,Logistics Provider 43,Transportation,2024-11-19 09:48:06.486486488,2024-12-19 09:48:06.486486488,NET30,Warehousing,48345.93,0.1,4834.59,53180.52,Rejected,,USD,PO-5009
INV-000545,V044,Logistics Provider 44,Last Mile Delivery,2024-11-20 00:05:45.945945948,2025-01-04 00:05:45.945945948,NET45,Cross-Border,7245.24,0.1,724.52,7969.76,Approved,,USD,PO-5483
INV-000546,V029,Logistics Provider 29,Customs Broker,2024-11-20 14:23:25.405405408,2025-01-19 14:23:25.405405408,NET60,Express Delivery,35676.73,0.05,1783.84,37460.57,Paid,2025-01-10 14:23:25.405405408,USD,PO-5127
INV-000547,V013,Logistics Provider 13,Transportation,2024-11-21 04:41:04.864864864,2024-12-21 04:41:04.864864864,NET30,Last Mile Delivery,48666.04,0.1,4866.6,53532.64,Paid,2024-12-11 04:41:04.864864864,USD,PO-4890
INV-000548,V012,Logistics Provider 12,Last Mile Delivery,2024-11-21 18:58:44.324324324,2025-01-20 18:58:44.324324324,NET60,Customs Clearance,41475.91,0.1,4147.59,45623.5,Paid,2025-01-06 18:58:44.324324324,USD,PO-4618
INV-000549,V031,Logistics Provider 31,Customs Broker,2024-11-22 09:16:23.783783784,2025-01-06 09:16:23.783783784,NET45,Warehousing,35266.45,0.05,1763.32,37029.77,Approved,,USD,PO-6477
INV-000550,V046,Logistics Provider 46,Freight Forwarder,2024-11-22 23:34:03.243243244,2025-01-06 23:34:03.243243244,NET45,Express Delivery,42133.58,0.0,0.0,42133.58,Approved,,USD,PO-2095
INV-000551,V002,Logistics Provider 2,Transportation,2024-11-23 13:51:42.702702704,2025-02-21 13:51:42.702702704,NET90,Air Freight,49108.14,0.0,0.0,49108.14,Approved,,USD,PO-2062
INV-000552,V050,Logistics Provider 50,Transportation,2024-11-24 04:09:22.162162164,2024-12-24 04:09:22.162162164,NET30,Air Freight,31445.88,0.05,1572.29,33018.17,Paid,2024-12-23 04:09:22.162162164,USD,PO-5646
INV-000553,V035,Logistics Provider 35,Freight Forwarder,2024-11-24 18:27:01.621621624,2025-01-08 18:27:01.621621624,NET45,Warehousing,28400.06,0.1,2840.01,31240.07,Pending,,USD,PO-3195
INV-000554,V023,Logistics Provider 23,Warehousing,2024-11-25 08:44:41.081081080,2025-02-23 08:44:41.081081080,NET90,Cross-Border,31783.67,0.05,1589.18,33372.85,Rejected,,USD,PO-4262
INV-000555,V017,Logistics Provider 17,Freight Forwarder,2024-11-25 23:02:20.540540540,2024-12-25 23:02:20.540540540,NET30,Express Delivery,27101.12,0.0,0.0,27101.12,Pending,,USD,PO-8316
INV-000556,V026,Logistics Provider 26,Warehousing,2024-11-26 13:20:00.000000000,2025-01-10 13:20:00.000000000,NET45,Air Freight,32119.37,0.0,0.0,32119.37,Approved,,USD,PO-8606
INV-000557,V008,Logistics Provider 8,Customs Broker,2024-11-27 03:37:39.459459460,2025-01-11 03:37:39.459459460,NET45,Customs Clearance,23042.27,0.05,1152.11,24194.38,Paid,2025-01-09 03:37:39.459459460,USD,PO-7764
INV-000558,V029,Logistics Provider 29,Customs Broker,2024-11-27 17:55:18.918918920,2024-12-27 17:55:18.918918920,NET30,Road Transport,11703.72,0.05,585.19,12288.91,Paid,2024-12-20 17:55:18.918918920,USD,PO-9962
INV-000559,V026,Logistics Provider 26,Warehousing,2024-11-28 08:12:58.378378380,2024-12-28 08:12:58.378378380,NET30,Cross-Border,6892.11,0.0,0.0,6892.11,Pending,,USD,PO-8181
INV-000560,V010,Logistics Provider 10,Last Mile Delivery,2024-11-28 22:30:37.837837840,2024-12-28 22:30:37.837837840,NET30,Express Delivery,4348.71,0.05,217.44,4566.15,Approved,,USD,PO-6540
INV-000561,V026,Logistics Provider 26,Warehousing,2024-11-29 12:48:17.297297300,2025-01-13 12:48:17.297297300,NET45,Customs Clearance,13902.47,0.0,0.0,13902.47,Rejected,,USD,PO-7544
INV-000562,V034,Logistics Provider 34,Warehousing,2024-11-30 03:05:56.756756756,2025-01-14 03:05:56.756756756,NET45,Express Delivery,3260.05,0.05,163.0,3423.05,Approved,,USD,PO-1242
INV-000563,V041,Logistics Provider 41,Warehousing,2024-11-30 17:23:36.216216216,2025-02-28 17:23:36.216216216,NET90,Last Mile Delivery,28791.37,0.05,1439.57,30230.94,Approved,,USD,PO-1199
INV-000564,V007,Logistics Provider 7,Freight Forwarder,2024-12-01 07:41:15.675675676,2025-01-30 07:41:15.675675676,NET60,Customs Clearance,14907.59,0.05,745.38,15652.97,Paid,2025-01-16 07:41:15.675675676,USD,PO-2437
INV-000565,V004,Logistics Provider 4,Transportation,2024-12-01 21:58:55.135135136,2024-12-31 21:58:55.135135136,NET30,Cross-Border,41402.21,0.0,0.0,41402.21,Pending,,USD,PO-9828
INV-000566,V050,Logistics Provider 50,Transportation,2024-12-02 12:16:34.594594596,2025-01-16 12:16:34.594594596,NET45,Last Mile Delivery,4637.8,0.05,231.89,4869.69,Approved,,USD,PO-6240
INV-000567,V045,Logistics Provider 45,Customs Broker,2024-12-03 02:34:14.054054056,2025-01-17 02:34:14.054054056,NET45,Cross-Border,12091.22,0.0,0.0,12091.22,Approved,,USD,PO-4666
INV-000568,V011,Logistics Provider 11,Freight Forwarder,2024-12-03 16:51:53.513513516,2025-01-02 16:51:53.513513516,NET30,Air Freight,36782.06,0.0,0.0,36782.06,Approved,,USD,PO-9126
INV-000568,V011,Logistics Provider 11,Freight Forwarder,2024-12-03 16:51:53.513513516,2025-01-02 16:51:53.513513516,NET30,Air Freight,38161.864596772066,0.0,0.0,38161.86,Approved,,USD,PO-9126
INV-000569,V029,Logistics Provider 29,Customs Broker,2024-12-04 07:09:32.972972972,2025-02-02 07:09:32.972972972,NET60,Road Transport,30341.61,0.05,1517.08,31858.69,Approved,,USD,PO-5365
INV-000570,V036,Logistics Provider 36,Transportation,2024-12-04 21:27:12.432432432,2025-01-03 21:27:12.432432432,NET30,Cross-Border,4160.07,0.05,208.0,4368.07,Pending,,USD,PO-8530
INV-000571,V025,Logistics Provider 25,Last Mile Delivery,2024-12-05 11:44:51.891891892,2025-02-03 11:44:51.891891892,NET60,Cross-Border,43984.73,0.0,0.0,43984.73,Approved,,USD,PO-3374
INV-000572,V021,Logistics Provider 21,Customs Broker,2024-12-06 02:02:31.351351352,2025-01-20 02:02:31.351351352,NET45,Air Freight,43985.83,0.0,0.0,43985.83,Pending,,USD,PO-1060
INV-000573,V036,Logistics Provider 36,Transportation,2024-12-06 16:20:10.810810812,2025-02-04 16:20:10.810810812,NET60,Sea Freight,17189.99,0.1,1719.0,18908.99,Paid,2025-02-03 16:20:10.810810812,USD,PO-7015
INV-000574,V010,Logistics Provider 10,Last Mile Delivery,2024-12-07 06:37:50.270270272,2025-03-07 06:37:50.270270272,NET90,Air Freight,17679.89,0.0,0.0,17679.89,Approved,,USD,PO-2540
INV-000575,V037,Logistics Provider 37,Warehousing,2024-12-07 20:55:29.729729732,2025-01-21 20:55:29.729729732,NET45,Last Mile Delivery,49462.39,0.1,4946.24,54408.63,Approved,,USD,PO-5441
INV-000576,V009,Logistics Provider 9,Transportation,2024-12-08 11:13:09.189189192,2025-03-08 11:13:09.189189192,NET90,Air Freight,31682.63,0.1,3168.26,34850.89,Paid,2025-02-24 11:13:09.189189192,USD,PO-6238
INV-000577,V024,Logistics Provider 24,Freight Forwarder,2024-12-09 01:30:48.648648648,2025-01-08 01:30:48.648648648,NET30,Air Freight,27034.51,0.1,2703.45,29737.96,Paid,2025-01-08 01:30:48.648648648,USD,PO-8108
INV-000578,V035,Logistics Provider 35,Freight Forwarder,2024-12-09 15:48:28.108108108,2025-01-08 15:48:28.108108108,NET30,Road Transport,42069.46,0.05,2103.47,44172.93,Pending,,USD,PO-9707
INV-000579,V049,Logistics Provider 49,Transportation,2024-12-10 06:06:07.567567568,2025-01-09 06:06:07.567567568,NET30,Air Freight,14979.23,0.05,748.96,15728.19,Rejected,,USD,PO-3471
INV-000580,V035,Logistics Provider 35,Freight Forwarder,2024-12-10 20:23:47.027027028,2025-02-08 20:23:47.027027028,NET60,Express Delivery,22029.95,0.0,0.0,22029.95,Approved,,USD,PO-2487
INV-000581,V048,Logistics Provider 48,Customs Broker,2024-12-11 10:41:26.486486488,2025-01-25 10:41:26.486486488,NET45,Cross-Border,14121.06,0.1,1412.11,15533.17,Pending,,USD,PO-9805
INV-000582,V036,Logistics Provider 36,Transportation,2024-12-12 00:59:05.945945948,2025-01-11 00:59:05.945945948,NET30,Express Delivery,39668.88,0.05,1983.44,41652.32,Paid,2025-01-02 00:59:05.945945948,USD,PO-3578
INV-000583,V018,Logistics Provider 18,Last Mile Delivery,2024-12-12 15:16:45.405405408,2025-01-11 15:16:45.405405408,NET30,Road Transport,145470.6,0.05,7273.53,152744.13,Paid,2024-12-13 15:16:45.405405408,USD,PO-4687
INV-000584,V049,Logistics Provider 49,Transportation,2024-12-13 05:34:24.864864864,2025-01-27 05:34:24.864864864,NET45,Warehousing,33282.43,0.05,1664.12,34946.55,Approved,,USD,PO-4421
INV-000585,V039,Logistics Provider 39,Warehousing,2024-12-13 19:52:04.324324324,2025-01-12 19:52:04.324324324,NET30,Sea Freight,13363.06,0.05,668.15,14031.21,Approved,,USD,PO-7348
INV-000586,V032,Logistics Provider 32,Freight Forwarder,2024-12-14 10:09:43.783783784,2025-03-14 10:09:43.783783784,NET90,Express Delivery,11791.04,0.05,589.55,12380.59,Paid,2025-03-13 10:09:43.783783784,USD,PO-8122
INV-000587,V024,Logistics Provider 24,Freight Forwarder,2024-12-15 00:27:23.243243244,2025-01-29 00:27:23.243243244,NET45,Road Transport,24930.36,0.1,2493.04,27423.4,Approved,,USD,PO-7632
INV-000588,V023,Logistics Provider 23,Warehousing,2024-12-15 14:45:02.702702704,2025-01-29 14:45:02.702702704,NET45,Last Mile Delivery,37140.72,0.1,3714.07,40854.79,Rejected,,USD,PO-3655
INV-000589,V032,Logistics Provider 32,Freight Forwarder,2024-12-16 05:02:42.162162164,2025-01-30 05:02:42.162162164,NET45,Warehousing,26736.75,0.1,2673.68,29410.43,Approved,,USD,PO-5871
INV-000590,V037,Logistics Provider 37,Warehousing,2024-12-16 19:20:21.621621624,2025-03-16 19:20:21.621621624,NET90,Road Transport,2599.64,0.1,259.96,2859.6,Paid,2025-03-13 19:20:21.621621624,USD,PO-9314
INV-000591,V012,Logistics Provider 12,Last Mile Delivery,2024-12-17 09:38:01.081081080,2025-01-31 09:38:01.081081080,NET45,Road Transport,43559.02,0.0,0.0,43559.02,Paid,2025-01-29 09:38:01.081081080,USD,PO-3564
INV-000592,V049,Logistics Provider 49,Transportation,2024-12-17 23:55:40.540540540,2025-03-17 23:55:40.540540540,NET90,Sea Freight,4169.66,0.1,416.97,4586.63,Paid,2025-03-05 23:55:40.540540540,USD,PO-4733
INV-000593,V013,Logistics Provider 13,Transportation,2024-12-18 14:13:20.000000000,2025-02-01 14:13:20.000000000,NET45,Cross-Border,47835.4,0.05,2391.77,50227.17,Paid,2025-01-25 14:13:20,USD,PO-4048
INV-000594,V023,Logistics Provider 23,Warehousing,2024-12-19 04:30:59.459459460,2025-02-17 04:30:59.459459460,NET60,Express Delivery,2231.96,0.1,223.2,2455.16,Paid,2025-02-12 04:30:59.459459460,USD,PO-2799
INV-000595,V025,Logistics Provider 25,Last Mile Delivery,2024-12-19 18:48:38.918918920,2025-01-18 18:48:38.918918920,NET30,Last Mile Delivery,35028.07,0.0,0.0,35028.07,Approved,,USD,PO-1794
INV-000596,V035,Logistics Provider 35,Freight Forwarder,2024-12-20 09:06:18.378378380,2025-02-18 09:06:18.378378380,NET60,Customs Clearance,5028.15,0.05,251.41,5279.56,Approved,,USD,PO-8377
INV-000597,V041,Logistics Provider 41,Warehousing,2024-12-20 23:23:57.837837840,2025-01-19 23:23:57.837837840,NET30,Express Delivery,45623.15,0.1,4562.32,50185.47,Approved,,USD,PO-4486
INV-000598,V030,Logistics Provider 30,Warehousing,2024-12-21 13:41:37.297297300,2025-03-21 13:41:37.297297300,NET90,Customs Clearance,24429.009634891674,0.1,2442.9,26871.91,Paid,2025-03-09 13:41:37.297297300,USD,PO-9791
INV-000598,V030,Logistics Provider 30,Warehousing,2024-12-21 13:41:37.297297300,2025-03-21 13:41:37.297297300,NET90,Customs Clearance,23757.23,0.1,2375.72,26132.95,Paid,2024-12-22 13:41:37.297297300,USD,PO-9791
INV-000599,V017,Logistics Provider 17,Freight Forwarder,2024-12-22 03:59:16.756756756,2025-02-20 03:59:16.756756756,NET60,Road Transport,7738.66,0.1,773.87,8512.53,Paid,2025-02-13 03:59:16.756756756,USD,PO-4255
INV-000600,V049,Logistics Provider 49,Transportation,2024-12-22 18:16:56.216216216,2025-02-05 18:16:56.216216216,NET45,Air Freight,17699.97,0.05,885.0,18584.97,Approved,,USD,PO-8338
INV-000601,V020,Logistics Provider 20,Warehousing,2024-12-23 08:34:35.675675676,2025-01-22 08:34:35.675675676,NET30,Last Mile Delivery,9076.41,0.05,453.82,9530.23,Pending,,USD,PO-5955
INV-000602,V048,Logistics Provider 48,Customs Broker,2024-12-23 22:52:15.135135136,2025-01-22 22:52:15.135135136,NET30,Warehousing,9358.51,0.0,0.0,9358.51,Approved,,USD,PO-1848
INV-000603,V025,Logistics Provider 25,Last Mile Delivery,2024-12-24 13:09:54.594594596,2025-02-22 13:09:54.594594596,NET60,Air Freight,47457.31,0.05,2372.87,49830.18,Paid,2025-02-21 13:09:54.594594596,USD,PO-3412
INV-000603,V025,Logistics Provider 25,Last Mile Delivery,2024-12-24 13:09:54.594594596,2025-02-22 13:09:54.594594596,NET60,Air Freight,45499.612958614285,0.05,2274.98,47774.59,Paid,2025-02-21 13:09:54.594594596,USD,PO-3412
INV-000604,V022,Logistics Provider 22,Customs Broker,2024-12-25 03:27:34.054054056,2025-03-25 03:27:34.054054056,NET90,Air Freight,22817.06,0.05,1140.85,23957.91,Approved,,USD,PO-2262
INV-000605,V013,Logistics Provider 13,Transportation,2024-12-25 17:45:13.513513516,2025-02-23 17:45:13.513513516,NET60,Express Delivery,39651.31,0.1,3965.13,43616.44,Paid,2025-02-23 17:45:13.513513516,USD,PO-8645
INV-000606,V019,Logistics Provider 19,Freight Forwarder,2024-12-26 08:02:52.972972972,2025-03-26 08:02:52.972972972,NET90,Last Mile Delivery,32340.67,0.05,1617.03,33957.7,Rejected,,USD,PO-7660
INV-000607,V049,Logistics Provider 49,Transportation,2024-12-26 22:20:32.432432432,2025-03-26 22:20:32.432432432,NET90,Cross-Border,34144.89,0.1,3414.49,37559.38,Pending,,USD,PO-1527
INV-000608,V036,Logistics Provider 36,Transportation,2024-12-27 12:38:11.891891892,2025-01-26 12:38:11.891891892,NET30,Road Transport,37264.899999999994,0.1,3726.49,40991.39,Approved,,USD,PO-9052
INV-000609,V012,Logistics Provider 12,Last Mile Delivery,2024-12-28 02:55:51.351351352,2025-02-26 02:55:51.351351352,NET60,Road Transport,12475.04,0.05,623.75,13098.79,Approved,,USD,PO-7497
INV-000610,V041,Logistics Provider 41,Warehousing,2024-12-28 17:13:30.810810812,2025-02-26 17:13:30.810810812,NET60,Road Transport,39550.77,0.0,0.0,39550.77,Approved,,USD,PO-4183
INV-000611,V019,Logistics Provider 19,Freight Forwarder,2024-12-29 07:31:10.270270272,2025-03-29 07:31:10.270270272,NET90,Road Transport,48567.54,0.0,0.0,48567.54,Pending,,USD,PO-2707
INV-000612,V012,Logistics Provider 12,Last Mile Delivery,2024-12-29 21:48:49.729729732,2025-02-27 21:48:49.729729732,NET60,Express Delivery,13871.11,0.05,693.56,14564.67,Pending,,USD,PO-2602
INV-000613,V009,Logistics Provider 9,Transportation,2024-12-30 12:06:29.189189192,2025-02-13 12:06:29.189189192,NET45,Customs Clearance,14306.87,0.0,0.0,14306.87,Paid,2025-01-29 12:06:29.189189192,USD,PO-5978
INV-000614,V007,Logistics Provider 7,Freight Forwarder,2024-12-31 02:24:08.648648648,2025-02-14 02:24:08.648648648,NET45,Road Transport,24171.96,0.1,2417.2,26589.16,Approved,,USD,PO-5087
INV-000615,V028,Logistics Provider 28,Freight Forwarder,2024-12-31 16:41:48.108108108,2025-03-01 16:41:48.108108108,NET60,Customs Clearance,49208.18,0.1,4920.82,54129.0,Approved,,USD,PO-1134
INV-000616,V014,Logistics Provider 14,Customs Broker,2025-01-01 06:59:27.567567568,2025-03-02 06:59:27.567567568,NET60,Customs Clearance,14178.99,0.05,708.95,14887.94,Rejected,,USD,PO-1014
INV-000617,V031,Logistics Provider 31,Customs Broker,2025-01-01 21:17:07.027027028,2025-04-01 21:17:07.027027028,NET90,Cross-Border,20941.62,0.0,0.0,20941.62,Paid,2025-03-26 21:17:07.027027028,USD,PO-5417
INV-000618,V019,Logistics Provider 19,Freight Forwarder,2025-01-02 11:34:46.486486488,2025-02-16 11:34:46.486486488,NET45,Road Transport,44682.52,0.0,0.0,44682.52,Pending,,USD,PO-1544
INV-000619,V047,Logistics Provider 47,Freight Forwarder,2025-01-03 01:52:25.945945948,2025-02-17 01:52:25.945945948,NET45,Sea Freight,1143.13,0.1,114.31,1257.44,Paid,2025-02-03 01:52:25.945945948,USD,PO-2637
INV-000620,V016,Logistics Provider 16,Warehousing,2025-01-03 16:10:05.405405408,2025-02-02 16:10:05.405405408,NET30,Warehousing,2948.53,0.05,147.43,3095.96,Approved,,USD,PO-8546
INV-000621,V005,Logistics Provider 5,Warehousing,2025-01-04 06:27:44.864864864,2025-04-04 06:27:44.864864864,NET90,Air Freight,30599.51,0.0,0.0,30599.51,Paid,2025-03-26 06:27:44.864864864,USD,PO-7311
INV-000622,V035,Logistics Provider 35,Freight Forwarder,2025-01-04 20:45:24.324324324,2025-02-03 20:45:24.324324324,NET30,Customs Clearance,45461.63,0.05,2273.08,47734.71,Paid,2025-02-03 20:45:24.324324324,USD,PO-7368
INV-000623,V012,Logistics Provider 12,Last Mile Delivery,2025-01-05 11:03:03.783783784,2025-02-19 11:03:03.783783784,NET45,Last Mile Delivery,12703.98,0.0,0.0,12703.98,Paid,2025-02-05 11:03:03.783783784,USD,PO-8022
INV-000624,V025,Logistics Provider 25,Last Mile Delivery,2025-01-06 01:20:43.243243244,2025-04-06 01:20:43.243243244,NET90,Last Mile Delivery,24012.45,0.1,2401.25,26413.7,Approved,,USD,PO-6305
INV-000625,V021,Logistics Provider 21,Customs Broker,2025-01-06 15:38:22.702702704,2025-03-07 15:38:22.702702704,NET60,Warehousing,23072.8,0.1,2307.28,25380.08,Paid,2025-02-21 15:38:22.702702704,USD,PO-5189
INV-000626,V036,Logistics Provider 36,Transportation,2025-01-07 05:56:02.162162164,2025-04-07 05:56:02.162162164,NET90,Last Mile Delivery,24175.6,0.05,1208.78,25384.38,Pending,,USD,PO-1562
INV-000627,V023,Logistics Provider 23,Warehousing,2025-01-07 20:13:41.621621624,2025-03-08 20:13:41.621621624,NET60,Sea Freight,31503.47,0.1,3150.35,34653.82,Pending,,USD,PO-9310
INV-000628,V016,Logistics Provider 16,Warehousing,2025-01-08 10:31:21.081081084,2025-03-09 10:31:21.081081084,NET60,Last Mile Delivery,24017.44,0.0,0.0,24017.44,Approved,,USD,PO-1451
